"return_date","product_id","store_id","quantity"
"2/1/2019",882,3,2
"2/1/2019",1440,3,1
"2/2/2019",637,15,1
"2/2/2019",921,16,1
"2/2/2019",1054,15,1
"2/2/2019",1442,15,2
"2/2/2019",1473,15,1
"2/3/2019",97,24,2
"2/3/2019",196,13,1
"2/3/2019",247,15,1
"2/3/2019",292,24,1
"2/3/2019",466,16,1
"2/3/2019",539,24,1
"2/3/2019",684,15,1
"2/3/2019",900,13,1
"2/3/2019",928,15,1
"2/3/2019",1067,13,1
"2/3/2019",1140,15,1
"2/3/2019",1190,24,1
"2/3/2019",1201,16,2
"2/3/2019",1351,13,1
"2/3/2019",1464,15,1
"2/4/2019",653,15,1
"2/4/2019",687,15,1
"2/4/2019",1244,15,1
"2/4/2019",1246,15,1
"2/4/2019",1275,15,2
"2/5/2019",210,11,2
"2/5/2019",283,11,1
"2/5/2019",389,11,1
"2/5/2019",642,11,1
"2/5/2019",789,11,1
"2/5/2019",907,24,1
"2/5/2019",1076,11,2
"2/5/2019",1168,6,1
"2/7/2019",71,23,1
"2/7/2019",260,24,1
"2/7/2019",408,24,1
"2/7/2019",528,6,1
"2/7/2019",709,24,1
"2/7/2019",1080,6,1
"2/7/2019",1447,6,1
"2/8/2019",175,13,1
"2/8/2019",479,13,1
"2/10/2019",249,17,1
"2/10/2019",972,17,1
"2/10/2019",1090,17,1
"2/10/2019",1502,17,1
"2/11/2019",28,23,1
"2/11/2019",91,11,2
"2/11/2019",555,23,1
"2/11/2019",625,11,1
"2/11/2019",668,11,1
"2/11/2019",1528,23,1
"2/12/2019",11,6,1
"2/12/2019",231,17,2
"2/12/2019",269,6,1
"2/12/2019",499,7,1
"2/12/2019",548,6,1
"2/12/2019",551,6,1
"2/12/2019",575,11,1
"2/12/2019",661,7,2
"2/12/2019",913,17,2
"2/12/2019",978,7,1
"2/12/2019",983,7,1
"2/12/2019",1430,11,1
"2/12/2019",1475,11,1
"2/12/2019",1549,6,1
"2/13/2019",105,7,1
"2/13/2019",327,7,2
"2/13/2019",493,7,1
"2/13/2019",881,7,1
"2/13/2019",951,7,1
"2/13/2019",1472,7,1
"2/14/2019",53,3,2
"2/14/2019",362,23,1
"2/14/2019",526,6,1
"2/14/2019",564,23,1
"2/14/2019",648,6,1
"2/14/2019",914,6,1
"2/14/2019",964,3,1
"2/14/2019",995,23,2
"2/14/2019",1169,3,2
"2/15/2019",370,15,2
"2/15/2019",376,7,1
"2/15/2019",386,3,1
"2/15/2019",467,15,1
"2/15/2019",482,3,1
"2/15/2019",734,15,1
"2/15/2019",799,3,2
"2/15/2019",914,7,1
"2/15/2019",927,7,1
"2/15/2019",935,3,1
"2/15/2019",1260,15,1
"2/16/2019",815,24,1
"2/16/2019",1142,24,1
"2/16/2019",1405,24,1
"2/16/2019",1414,24,1
"2/17/2019",10,17,1
"2/17/2019",174,17,2
"2/17/2019",217,17,1
"2/17/2019",417,17,1
"2/17/2019",434,6,1
"2/17/2019",507,17,1
"2/17/2019",681,17,1
"2/17/2019",712,3,1
"2/17/2019",984,17,1
"2/18/2019",142,16,1
"2/18/2019",312,16,1
"2/18/2019",335,16,1
"2/18/2019",752,16,2
"2/18/2019",899,23,1
"2/18/2019",1449,16,1
"2/19/2019",172,17,1
"2/19/2019",181,17,1
"2/19/2019",234,17,2
"2/19/2019",349,15,1
"2/19/2019",536,13,1
"2/19/2019",985,17,1
"2/19/2019",1088,15,1
"2/19/2019",1106,13,1
"2/19/2019",1347,13,1
"2/19/2019",1376,13,1
"2/20/2019",52,11,1
"2/21/2019",122,3,1
"2/21/2019",1329,3,1
"2/22/2019",1164,13,1
"2/22/2019",1252,13,1
"2/23/2019",41,24,1
"2/23/2019",881,24,1
"2/23/2019",1464,24,2
"2/25/2019",80,17,2
"2/25/2019",105,17,1
"2/25/2019",143,17,1
"2/25/2019",258,17,2
"2/25/2019",466,17,1
"2/25/2019",512,7,1
"2/25/2019",961,7,1
"2/25/2019",1182,17,1
"2/25/2019",1189,17,1
"2/25/2019",1235,17,2
"2/26/2019",132,13,1
"2/26/2019",440,13,1
"2/26/2019",460,16,2
"2/26/2019",495,13,1
"2/26/2019",557,16,1
"2/26/2019",639,13,1
"2/26/2019",852,16,1
"2/26/2019",856,13,1
"2/26/2019",883,13,1
"2/26/2019",1019,16,1
"2/26/2019",1103,16,2
"2/26/2019",1216,16,2
"2/26/2019",1281,13,1
"2/27/2019",239,11,1
"2/27/2019",495,11,1
"2/27/2019",511,11,1
"2/27/2019",799,16,1
"2/27/2019",821,16,1
"2/27/2019",894,16,1
"2/27/2019",969,11,1
"2/27/2019",1381,16,1
"3/1/2019",137,16,1
"3/1/2019",474,23,1
"3/1/2019",750,16,1
"3/2/2019",650,13,1
"3/2/2019",778,13,1
"3/2/2019",1128,13,1
"3/2/2019",1137,13,2
"3/2/2019",1220,7,2
"3/2/2019",1406,13,2
"3/2/2019",1437,7,1
"3/2/2019",1453,7,1
"3/3/2019",344,24,1
"3/3/2019",457,11,2
"3/3/2019",466,11,1
"3/3/2019",477,11,1
"3/3/2019",803,24,1
"3/3/2019",947,11,1
"3/3/2019",1021,24,1
"3/3/2019",1198,11,1
"3/3/2019",1296,11,1
"3/3/2019",1298,24,1
"3/3/2019",1305,11,1
"3/3/2019",1400,24,1
"3/4/2019",20,13,1
"3/4/2019",862,13,1
"3/4/2019",1231,13,1
"3/5/2019",54,15,1
"3/5/2019",752,15,2
"3/5/2019",804,15,1
"3/5/2019",906,11,1
"3/5/2019",1236,15,2
"3/5/2019",1328,11,2
"3/5/2019",1369,11,1
"3/8/2019",379,16,1
"3/8/2019",784,16,1
"3/8/2019",888,16,1
"3/8/2019",909,16,1
"3/10/2019",281,24,1
"3/10/2019",360,24,1
"3/10/2019",428,24,2
"3/10/2019",564,24,1
"3/10/2019",581,16,1
"3/10/2019",814,16,1
"3/10/2019",1044,24,1
"3/10/2019",1222,24,1
"3/10/2019",1305,16,1
"3/10/2019",1318,6,1
"3/10/2019",1347,24,1
"3/11/2019",522,15,2
"3/11/2019",555,15,2
"3/11/2019",871,15,1
"3/11/2019",990,15,1
"3/11/2019",1274,15,1
"3/11/2019",1497,15,1
"3/12/2019",515,3,2
"3/12/2019",722,3,1
"3/12/2019",1514,3,1
"3/12/2019",1533,3,1
"3/13/2019",207,7,1
"3/13/2019",566,7,1
"3/13/2019",789,13,1
"3/13/2019",903,7,1
"3/13/2019",920,13,1
"3/13/2019",957,13,2
"3/13/2019",990,23,1
"3/13/2019",1356,13,1
"3/13/2019",1458,13,1
"3/13/2019",1469,7,1
"3/14/2019",100,15,1
"3/14/2019",246,6,1
"3/14/2019",373,15,1
"3/14/2019",902,15,2
"3/14/2019",1269,15,2
"3/15/2019",20,15,1
"3/15/2019",208,3,2
"3/15/2019",209,15,1
"3/15/2019",517,15,1
"3/15/2019",824,24,1
"3/15/2019",848,15,1
"3/15/2019",987,3,1
"3/15/2019",1382,24,1
"3/15/2019",1433,3,1
"3/15/2019",1483,15,1
"3/16/2019",574,16,1
"3/16/2019",951,16,2
"3/16/2019",1207,16,2
"3/16/2019",1433,16,1
"3/17/2019",800,3,2
"3/17/2019",939,3,1
"3/17/2019",1029,3,1
"3/18/2019",106,17,2
"3/18/2019",343,16,1
"3/18/2019",376,16,1
"3/18/2019",574,16,2
"3/18/2019",599,17,1
"3/18/2019",1165,17,2
"3/18/2019",1231,16,1
"3/18/2019",1316,17,2
"3/18/2019",1454,17,1
"3/18/2019",1493,16,1
"3/19/2019",238,3,1
"3/19/2019",551,23,1
"3/19/2019",1041,3,2
"3/19/2019",1246,3,1
"3/19/2019",1352,3,1
"3/19/2019",1538,3,2
"3/20/2019",45,17,2
"3/20/2019",49,3,1
"3/20/2019",103,6,1
"3/20/2019",109,6,1
"3/20/2019",372,17,1
"3/20/2019",664,6,1
"3/20/2019",690,17,1
"3/20/2019",754,3,1
"3/20/2019",921,17,1
"3/20/2019",1022,3,2
"3/20/2019",1138,17,1
"3/21/2019",68,13,1
"3/21/2019",133,13,1
"3/21/2019",187,11,1
"3/21/2019",295,13,1
"3/21/2019",342,13,1
"3/21/2019",398,13,1
"3/21/2019",440,13,1
"3/21/2019",456,7,1
"3/21/2019",462,11,2
"3/21/2019",519,13,1
"3/21/2019",619,13,1
"3/21/2019",652,13,1
"3/21/2019",676,11,1
"3/21/2019",684,13,1
"3/21/2019",766,7,1
"3/21/2019",832,13,1
"3/21/2019",929,13,2
"3/21/2019",1202,13,1
"3/21/2019",1365,7,2
"3/21/2019",1368,13,1
"3/21/2019",1406,13,1
"3/21/2019",1428,13,1
"3/21/2019",1434,13,1
"3/22/2019",81,15,1
"3/22/2019",376,17,1
"3/22/2019",409,15,2
"3/22/2019",463,17,1
"3/22/2019",583,15,1
"3/22/2019",858,17,1
"3/22/2019",1021,11,1
"3/22/2019",1112,17,1
"3/22/2019",1190,17,1
"3/22/2019",1243,17,1
"3/22/2019",1309,17,1
"3/22/2019",1434,11,1
"3/22/2019",1480,15,1
"3/23/2019",111,11,1
"3/23/2019",161,11,1
"3/23/2019",465,11,1
"3/23/2019",671,11,1
"3/23/2019",993,11,2
"3/24/2019",368,7,1
"3/24/2019",408,7,1
"3/24/2019",948,7,1
"3/24/2019",1263,7,1
"3/25/2019",171,6,1
"3/25/2019",295,6,1
"3/25/2019",600,6,1
"3/25/2019",636,6,1
"3/25/2019",724,6,1
"3/25/2019",1298,6,2
"3/25/2019",1432,6,1
"3/26/2019",953,23,2
"3/27/2019",105,24,1
"3/27/2019",179,24,1
"3/27/2019",571,24,2
"3/27/2019",728,24,1
"3/27/2019",1190,24,1
"3/27/2019",1199,24,1
"3/28/2019",57,13,1
"3/28/2019",93,13,1
"3/28/2019",439,17,1
"3/28/2019",446,17,1
"3/28/2019",497,17,1
"3/28/2019",717,13,1
"3/28/2019",799,17,1
"3/28/2019",848,17,1
"3/28/2019",1285,17,1
"3/28/2019",1427,13,1
"3/28/2019",1498,13,1
"3/28/2019",1528,13,1
"3/29/2019",82,23,1
"3/29/2019",574,23,1
"3/29/2019",636,17,2
"3/29/2019",672,23,1
"3/29/2019",868,17,1
"3/29/2019",1061,17,1
"3/29/2019",1275,17,1
"3/29/2019",1429,17,2
"3/29/2019",1441,17,1
"3/30/2019",438,7,2
"3/30/2019",1170,7,1
"3/30/2019",1194,7,1
"3/30/2019",1453,7,1
"4/1/2019",255,11,1
"4/1/2019",257,11,1
"4/1/2019",307,11,1
"4/1/2019",814,11,1
"4/1/2019",864,11,1
"4/2/2019",543,15,2
"4/2/2019",1328,15,1
"4/3/2019",27,17,1
"4/3/2019",416,17,1
"4/3/2019",441,17,2
"4/3/2019",523,23,1
"4/3/2019",699,17,1
"4/3/2019",732,17,1
"4/3/2019",1161,24,1
"4/3/2019",1337,23,1
"4/3/2019",1455,17,1
"4/3/2019",1536,17,1
"4/4/2019",115,16,1
"4/4/2019",164,3,1
"4/4/2019",245,16,1
"4/4/2019",659,7,2
"4/4/2019",734,3,1
"4/4/2019",861,16,2
"4/4/2019",886,7,1
"4/4/2019",921,7,1
"4/4/2019",968,16,2
"4/4/2019",1010,3,1
"4/4/2019",1025,24,2
"4/4/2019",1122,24,1
"4/4/2019",1423,7,1
"4/4/2019",1463,24,1
"4/5/2019",455,7,1
"4/5/2019",543,24,1
"4/5/2019",1232,7,1
"4/6/2019",48,3,1
"4/6/2019",358,3,1
"4/6/2019",697,3,2
"4/6/2019",1169,3,1
"4/7/2019",366,17,1
"4/7/2019",371,7,1
"4/7/2019",477,17,1
"4/7/2019",507,17,1
"4/7/2019",570,17,1
"4/7/2019",900,17,1
"4/7/2019",1409,7,1
"4/7/2019",1458,7,1
"4/7/2019",1463,17,1
"4/7/2019",1533,7,1
"4/8/2019",265,13,1
"4/8/2019",1253,13,1
"4/9/2019",372,15,1
"4/9/2019",1288,15,1
"4/10/2019",883,11,1
"4/10/2019",1541,11,1
"4/12/2019",20,23,1
"4/12/2019",104,23,1
"4/12/2019",116,15,1
"4/12/2019",138,15,1
"4/12/2019",219,15,2
"4/12/2019",564,13,1
"4/12/2019",618,15,1
"4/12/2019",943,13,1
"4/12/2019",1171,15,1
"4/12/2019",1362,13,1
"4/12/2019",1450,23,1
"4/13/2019",3,17,1
"4/13/2019",14,6,1
"4/13/2019",265,6,2
"4/13/2019",339,6,1
"4/13/2019",514,6,1
"4/13/2019",573,17,1
"4/13/2019",1336,24,2
"4/13/2019",1404,24,1
"4/13/2019",1453,24,1
"4/13/2019",1453,6,1
"4/13/2019",1454,6,2
"4/14/2019",11,13,1
"4/14/2019",47,16,2
"4/14/2019",82,11,2
"4/14/2019",140,6,1
"4/14/2019",194,16,1
"4/14/2019",324,11,1
"4/14/2019",370,13,1
"4/14/2019",646,6,1
"4/14/2019",671,13,1
"4/14/2019",786,6,1
"4/14/2019",816,13,1
"4/14/2019",881,13,2
"4/14/2019",1266,6,1
"4/14/2019",1330,6,2
"4/14/2019",1382,11,1
"4/14/2019",1389,6,1
"4/14/2019",1447,13,1
"4/14/2019",1557,11,1
"4/15/2019",274,17,1
"4/15/2019",360,13,1
"4/15/2019",845,13,1
"4/15/2019",1201,17,1
"4/15/2019",1257,17,1
"4/16/2019",82,6,1
"4/16/2019",1026,6,1
"4/16/2019",1362,24,1
"4/17/2019",195,13,1
"4/17/2019",415,13,1
"4/17/2019",675,13,1
"4/17/2019",948,13,1
"4/17/2019",1172,13,2
"4/17/2019",1386,13,1
"4/17/2019",1524,13,1
"4/18/2019",878,11,1
"4/19/2019",277,7,1
"4/19/2019",549,3,1
"4/19/2019",587,3,1
"4/19/2019",638,3,1
"4/19/2019",691,3,1
"4/19/2019",1137,7,1
"4/19/2019",1403,7,1
"4/19/2019",1414,7,1
"4/20/2019",376,6,1
"4/20/2019",907,6,1
"4/20/2019",1021,6,1
"4/20/2019",1075,6,1
"4/21/2019",270,3,1
"4/21/2019",593,3,1
"4/21/2019",619,3,1
"4/21/2019",1432,3,2
"4/22/2019",331,6,1
"4/22/2019",427,11,1
"4/22/2019",515,11,1
"4/22/2019",597,11,1
"4/22/2019",991,6,1
"4/23/2019",17,17,2
"4/23/2019",275,17,1
"4/23/2019",1411,17,1
"4/24/2019",477,16,1
"4/24/2019",486,16,2
"4/24/2019",746,16,1
"4/24/2019",870,23,2
"4/24/2019",1212,16,1
"4/26/2019",6,16,2
"4/26/2019",317,16,1
"4/26/2019",587,16,2
"4/26/2019",645,3,1
"4/26/2019",727,16,2
"4/26/2019",1422,3,1
"4/26/2019",1539,16,1
"4/26/2019",1545,16,1
"4/26/2019",1558,16,1
"4/27/2019",163,15,1
"4/27/2019",191,7,1
"4/27/2019",225,7,1
"4/27/2019",444,7,1
"4/27/2019",491,15,1
"4/27/2019",982,15,1
"4/27/2019",993,15,1
"4/27/2019",1028,23,1
"4/27/2019",1052,15,1
"4/27/2019",1183,15,1
"4/27/2019",1357,15,1
"4/28/2019",142,23,1
"4/29/2019",868,15,2
"4/29/2019",1210,15,1
"5/1/2019",78,7,1
"5/1/2019",639,7,1
"5/1/2019",644,13,1
"5/1/2019",691,13,1
"5/1/2019",1132,13,1
"5/1/2019",1157,13,1
"5/1/2019",1314,13,2
"5/1/2019",1447,13,1
"5/1/2019",1531,7,1
"5/2/2019",102,16,1
"5/2/2019",649,24,1
"5/2/2019",930,16,1
"5/2/2019",973,24,1
"5/2/2019",1008,16,1
"5/2/2019",1104,24,1
"5/2/2019",1283,16,1
"5/3/2019",71,3,1
"5/3/2019",200,3,1
"5/3/2019",404,17,1
"5/3/2019",412,3,1
"5/3/2019",630,17,1
"5/3/2019",803,3,1
"5/3/2019",1009,3,1
"5/3/2019",1323,17,1
"5/4/2019",268,3,1
"5/4/2019",362,3,1
"5/4/2019",748,3,2
"5/4/2019",1137,3,1
"5/5/2019",41,16,1
"5/5/2019",400,13,1
"5/5/2019",545,17,2
"5/5/2019",749,16,1
"5/5/2019",949,17,1
"5/5/2019",1161,13,2
"5/5/2019",1330,16,1
"5/7/2019",157,24,1
"5/7/2019",166,24,2
"5/7/2019",463,24,1
"5/7/2019",866,24,2
"5/8/2019",420,15,1
"5/8/2019",471,11,1
"5/8/2019",527,15,1
"5/8/2019",692,15,2
"5/8/2019",1178,15,1
"5/8/2019",1261,11,1
"5/8/2019",1388,15,1
"5/9/2019",122,11,1
"5/9/2019",145,13,1
"5/9/2019",165,13,1
"5/9/2019",304,13,1
"5/9/2019",340,13,1
"5/9/2019",407,13,1
"5/9/2019",590,17,1
"5/9/2019",629,13,1
"5/9/2019",629,17,2
"5/9/2019",702,13,1
"5/9/2019",735,13,2
"5/9/2019",739,17,1
"5/9/2019",763,13,1
"5/9/2019",831,13,1
"5/9/2019",832,17,1
"5/9/2019",852,7,1
"5/9/2019",868,7,1
"5/9/2019",1014,11,2
"5/9/2019",1084,13,1
"5/9/2019",1120,13,1
"5/9/2019",1177,13,1
"5/9/2019",1228,17,1
"5/9/2019",1258,13,2
"5/9/2019",1273,13,1
"5/9/2019",1320,13,2
"5/9/2019",1353,11,2
"5/9/2019",1442,7,1
"5/9/2019",1480,11,1
"5/9/2019",1505,13,1
"5/9/2019",1531,13,1
"5/11/2019",340,11,1
"5/11/2019",1447,11,1
"5/11/2019",1452,11,1
"5/14/2019",54,17,2
"5/14/2019",109,17,1
"5/14/2019",170,7,2
"5/14/2019",325,7,1
"5/14/2019",493,17,1
"5/14/2019",640,23,1
"5/14/2019",722,17,1
"5/14/2019",767,23,1
"5/14/2019",780,23,1
"5/14/2019",830,17,1
"5/14/2019",960,23,1
"5/14/2019",1087,17,2
"5/14/2019",1179,17,1
"5/15/2019",111,16,1
"5/15/2019",214,11,1
"5/15/2019",332,24,1
"5/15/2019",440,16,1
"5/15/2019",441,24,1
"5/15/2019",468,11,1
"5/15/2019",549,11,1
"5/15/2019",576,24,1
"5/15/2019",730,24,2
"5/15/2019",865,24,2
"5/15/2019",910,11,1
"5/15/2019",947,16,2
"5/15/2019",1157,24,1
"5/15/2019",1198,16,1
"5/15/2019",1450,24,2
"5/15/2019",1465,24,1
"5/16/2019",156,23,1
"5/16/2019",304,7,2
"5/16/2019",527,23,2
"5/16/2019",874,23,1
"5/16/2019",1340,7,1
"5/16/2019",1357,7,1
"5/17/2019",114,23,2
"5/17/2019",143,23,1
"5/17/2019",168,24,1
"5/17/2019",496,16,1
"5/17/2019",785,23,1
"5/17/2019",986,16,1
"5/17/2019",989,23,1
"5/17/2019",1349,16,1
"5/18/2019",329,6,1
"5/18/2019",611,6,2
"5/18/2019",1155,6,1
"5/18/2019",1169,6,1
"5/19/2019",167,15,1
"5/19/2019",190,6,1
"5/19/2019",261,15,1
"5/19/2019",336,6,1
"5/19/2019",442,6,2
"5/19/2019",484,15,1
"5/19/2019",620,6,2
"5/19/2019",952,15,1
"5/19/2019",986,6,1
"5/19/2019",1072,15,1
"5/19/2019",1256,15,1
"5/19/2019",1343,15,2
"5/19/2019",1405,15,2
"5/19/2019",1523,6,1
"5/21/2019",51,6,1
"5/21/2019",523,15,1
"5/21/2019",791,24,1
"5/21/2019",801,3,1
"5/21/2019",887,24,1
"5/21/2019",896,15,1
"5/21/2019",944,7,1
"5/21/2019",984,24,1
"5/21/2019",1135,3,2
"5/21/2019",1164,3,1
"5/21/2019",1217,6,1
"5/21/2019",1269,7,1
"5/21/2019",1274,3,1
"5/21/2019",1333,7,1
"5/21/2019",1368,6,1
"5/21/2019",1484,15,1
"5/22/2019",397,13,2
"5/22/2019",967,23,1
"5/22/2019",1325,15,1
"5/22/2019",1545,23,1
"5/23/2019",485,6,1
"5/23/2019",1378,6,2
"5/25/2019",66,3,1
"5/25/2019",296,3,1
"5/25/2019",1411,3,1
"5/26/2019",183,3,1
"5/26/2019",264,3,1
"5/26/2019",608,3,1
"5/27/2019",403,15,1
"5/27/2019",1048,15,1
"5/27/2019",1464,15,1
"5/29/2019",23,17,2
"5/29/2019",398,16,1
"5/29/2019",409,16,1
"5/29/2019",600,17,1
"5/29/2019",719,17,2
"5/29/2019",905,13,2
"5/29/2019",996,17,1
"5/29/2019",1378,17,1
"5/29/2019",1389,17,2
"6/1/2019",869,24,1
"6/1/2019",961,24,1
"6/1/2019",1190,24,1
"6/2/2019",19,13,2
"6/2/2019",333,13,1
"6/2/2019",550,13,1
"6/2/2019",983,13,1
"6/2/2019",997,13,1
"6/2/2019",1480,13,1
"6/2/2019",1548,13,1
"6/3/2019",221,13,1
"6/3/2019",685,11,1
"6/3/2019",704,3,1
"6/3/2019",1024,13,1
"6/3/2019",1359,13,1
"6/4/2019",547,24,1
"6/4/2019",585,16,1
"6/4/2019",1006,24,1
"6/4/2019",1241,24,2
"6/4/2019",1268,16,1
"6/4/2019",1364,16,1
"6/4/2019",1420,16,1
"6/4/2019",1433,24,2
"6/4/2019",1456,16,1
"6/5/2019",11,7,1
"6/5/2019",471,23,1
"6/5/2019",530,23,2
"6/5/2019",567,7,1
"6/5/2019",710,23,1
"6/5/2019",1141,23,2
"6/5/2019",1276,23,2
"6/6/2019",475,13,1
"6/6/2019",812,13,1
"6/6/2019",1100,13,1
"6/7/2019",63,7,1
"6/7/2019",487,7,1
"6/7/2019",1253,15,1
"6/7/2019",1409,15,1
"6/7/2019",1555,15,2
"6/10/2019",116,15,1
"6/10/2019",829,15,1
"6/10/2019",1421,15,1
"6/11/2019",64,3,2
"6/11/2019",299,11,1
"6/11/2019",335,11,1
"6/11/2019",390,3,1
"6/11/2019",548,11,1
"6/11/2019",723,11,2
"6/11/2019",803,11,1
"6/11/2019",808,3,1
"6/11/2019",928,11,1
"6/11/2019",1012,3,1
"6/11/2019",1357,11,1
"6/11/2019",1425,3,1
"6/11/2019",1465,3,1
"6/12/2019",96,7,1
"6/12/2019",438,6,1
"6/12/2019",544,6,1
"6/12/2019",796,7,1
"6/12/2019",1371,7,1
"6/12/2019",1554,6,1
"6/14/2019",98,16,2
"6/14/2019",126,16,1
"6/14/2019",392,7,2
"6/14/2019",579,16,1
"6/14/2019",1164,16,1
"6/14/2019",1212,7,2
"6/14/2019",1346,16,1
"6/14/2019",1362,7,1
"6/15/2019",9,6,2
"6/15/2019",184,17,1
"6/15/2019",245,17,1
"6/15/2019",430,15,1
"6/15/2019",441,15,1
"6/15/2019",910,15,2
"6/15/2019",938,17,1
"6/15/2019",1057,17,1
"6/16/2019",279,3,2
"6/16/2019",326,3,1
